100, 0
1000, 1
5000, 4
10000, 2
20000, 5
40000, 9
80000, 16
120000, 24
160000, 41
200000, 43
240000, 53
280000, 65
320000, 76
360000, 88
400000, 103
450000, 112
500000, 136
