100, 5
1000, 8
5000, 11
10000, 12
20000, 13
40000, 14
80000, 15
120000, 15
160000, 16
200000, 16
240000, 16
280000, 17
320000, 17
360000, 17
400000, 17
450000, 17
500000, 17
600000, 18
700000, 18
800000, 18
900000, 18
1000000, 19
1200000, 19
1400000, 19
1600000, 19
1800000, 19
2000000, 19
