100, 0
1000, 0
5000, 0
10000, 1
20000, 0
40000, 0
80000, 0
120000, 0
160000, 1
200000, 0
240000, 1
280000, 1
320000, 1
360000, 1
400000, 2
450000, 1
500000, 0
