100, 46
1000, 497
5000, 2494
10000, 4950
20000, 9971
40000, 20051
80000, 39530
120000, 60820
160000, 80311
200000, 102053
240000, 118008
280000, 135276
320000, 161857
360000, 176677
400000, 196467
450000, 225417
500000, 244075
600000, 297966
700000, 348812
800000, 409468
900000, 441177
1000000, 496847
1200000, 617235
1400000, 699113
1600000, 781106
1800000, 867928
2000000, 982534
